jid,formula,formation_energy_per_atom,optb88vdw_bandgap,mbj_bandgap,ehull,spacegroup_number,natoms,volume,bulk_modulus_kv,shear_modulus_gv
JVASP-139324,Li2C,1.09682,0.0,na,1.187,,,,,
JVASP-136911,LiCl2,-0.75567,0.0,na,0.5671,,,,,
JVASP-141991,InHSeO4,-1.08325,3.188,na,0.0683,,,,,
JVASP-129987,Pu7Pb,0.31841,0.0,na,0.7472,,,,,
JVASP-140305,RbTmBeF6,-3.84913,7.662,na,0.0,,,,,
JVASP-130763,Ho8Hf,0.03859,0.0,na,0.0387,,,,,
JVASP-137986,BaNaSb,-0.14922,0.0,na,0.6846,,,,,
JVASP-134451,CdSbI,0.1669,0.0,0.0,0.4703,,,,,
JVASP-137706,RuC8N6,0.36761,1.712,na,0.3755,,,,,
JVASP-142952,Zr4Ir2N,-1.20132,0.0,na,0.0,,,,,
JVASP-144520,Sc2MnNiO6,-2.62429,0.34,na,0.0378,,,,,
JVASP-144751,Fe4O7F,-1.51293,0.0,na,0.0173,,,,,
JVASP-139936,TaTiAlO6,-3.18016,1.944,2.688,0.0164,,,,,
JVASP-144283,Sr3Ga2P4,-0.98607,1.047,na,0.0,,,,,
JVASP-141256,SrMg16Al12,-0.09485,0.0,na,0.0,,,,,
JVASP-135027,ZrHO,-2.01075,0.0,na,0.1376,,,,,
JVASP-135582,NaSb,-0.37844,0.0,0.0,0.0,,,,,
JVASP-135824,BaHCl,-0.20779,1.132,na,1.5255,,,,,
JVASP-132966,Li3V3O3F5,-2.68692,0.0,na,0.1533,,,,,
JVASP-136065,TaBiO3,-1.93592,0.0,na,0.4516,,,,,
JVASP-132473,MoS31,0.06061,0.651,na,0.1665,,,,,
JVASP-134758,NaHF2,-2.27701,6.956,11.68,0.0592,,,,,
JVASP-131985,La3Br,-0.74097,0.0,na,0.0,,,,,
JVASP-138242,BiIO2,-0.41133,0.0,na,0.5441,,,,,
JVASP-143816,Nb3AlFe8,-0.21432,0.0,na,0.0091,,,,,
JVASP-111538,AlVCo,-0.14763,0.0,na,0.2696,,,,,
JVASP-139062,MgSiH,0.32113,0.0,0.0,0.5241,,,,,
JVASP-138504,CdBr2,-0.65372,1.74,na,0.2314,,,,,
JVASP-140540,Li3Fe3O8,-1.71142,0.0,na,0.0032,,,,,
JVASP-141488,Ca7ZrN6,-1.19799,1.27,na,0.0422,,,,,
JVASP-139611,NaSrO,-1.4078,0.0,na,0.6134,,,,,
JVASP-136349,SnClF,-1.1954,0.119,na,0.5755,,,,,
JVASP-137154,As2Cl,-0.03364,0.0,na,0.276,,,,,
JVASP-124748,Tb8Hf,0.04877,0.0,na,0.0488,,,,,
JVASP-135324,LiSeO,-0.17315,0.0,na,1.1456,,,,,
JVASP-123532,SrU3,0.64259,0.0,na,0.6426,,,,,
JVASP-125452,VH3,0.16738,0.0,na,0.319,,,,,
JVASP-133956,BaTaO,2.19837,0.0,na,4.048,,,,,
JVASP-138805,LiFeF4,-2.5653,0.445,2.814,0.0094,,,,,
JVASP-141992,HfAlFe,-0.40526,0.0,na,0.0299,,,,,
JVASP-134176,BiCl2,-0.6968,0.0,na,0.1785,,,,,
JVASP-144051,Li4VO3F2,-2.68539,0.0,na,0.1155,,,,,
JVASP-133214,Li4MnCo5O12,-1.6242,0.0,na,0.0408,,,,,
JVASP-141687,Li7Co5O12,-1.75013,0.0,na,0.0027,,,,,
JVASP-129991,PrPu7,0.32336,0.0,na,0.7515,,,,,
JVASP-139938,SmCu3Te3,-0.51826,0.653,na,0.0511,,,,,
JVASP-141005,Li3Ni4O8,-1.37005,0.0,na,0.0189,,,,,
JVASP-140758,Cd8Au5,-0.1455,0.0,na,0.0424,,,,,
JVASP-136912,Li2Cl,-1.14588,0.0,na,0.1772,,,,,
JVASP-142297,RbYMo2O8,-2.66446,3.152,na,0.0,,,,,
JVASP-136625,RbYF,-0.44465,0.0,na,1.5072,,,,,
JVASP-130764,Ho8I,-0.15317,0.0,na,0.0427,,,,,
JVASP-137987,BaNaSb,0.14306,0.0,na,0.9769,,,,,
JVASP-141257,Bi2O3,-1.28187,2.274,na,0.082,,,,,
JVASP-144521,MnBiO3,-1.60448,0.0,na,0.0,,,,,
JVASP-136066,BiSe,1.61888,0.0,na,1.9601,,,,,
JVASP-134452,CdSbI2,0.05752,0.0,na,0.4936,,,,,
JVASP-133587,TiFe2O5,-1.97014,0.0,na,0.1596,,,,,
JVASP-140307,RbNdMo2O8,-2.63804,3.307,na,-0.0,,,,,
JVASP-136350,SnClF,-0.73437,1.484,na,1.0366,,,,,
JVASP-144752,LiV3O2F6,-2.81816,0.0,na,0.1035,,,,,
JVASP-143582,Fe10OF19,-2.00445,0.0,na,0.0033,,,,,
JVASP-142958,Zr5AgPb3,-0.27936,0.0,na,0.0,,,,,
JVASP-137707,ZrZn4N4,-0.39171,1.063,na,0.091,,,,,
JVASP-135827,BaHCl,-1.73333,3.455,na,0.0,,,,,
JVASP-135583,Na2Sb,-0.0789,0.0,0.0,0.3796,,,,,
JVASP-138505,CdBr,-0.22695,0.0,na,0.4394,,,,,
JVASP-139612,NaSrO,-0.71652,0.0,na,1.3046,,,,,
JVASP-134759,NaHF,-0.98574,0.0,na,0.973,,,,,
JVASP-123543,U3Xe,1.03451,0.0,na,1.0405,,,,,
JVASP-131986,La3C,-0.13866,0.0,na,0.0031,,,,,
JVASP-138243,BiIO,-1.0892,1.483,2.165,0.0,,,,,
JVASP-135028,ZrH2O2,-1.43821,1.116,na,0.7846,,,,,
JVASP-138806,LiFeF,1.22661,0.0,na,3.3548,,,,,
JVASP-144285,Li2MnCoO4,-1.84209,0.454,na,0.0621,,,,,
JVASP-124750,Tb8Ho,-0.00272,0.0,na,0.0,,,,,
JVASP-144053,Li2Fe2CoO6,-1.66186,0.0,na,0.0357,,,,,
JVASP-143818,NaLaW2O8,-2.64193,1.315,na,0.0269,,,,,
JVASP-141489,Fe2Co9N8,0.13857,0.0,na,0.2189,,,,,
JVASP-140542,LiAlVO4,-2.76868,0.0,na,0.0635,,,,,
JVASP-141994,ErThRe4,-0.21653,0.0,na,0.0133,,,,,
JVASP-139939,Rb2Bi4Se7,-0.67922,0.742,na,0.0,,,,,
JVASP-141688,Li4MnCo2O7,-1.83992,0.0,na,0.0677,,,,,
JVASP-142299,Pr4MgNi,-0.19865,0.0,na,0.0,,,,,
JVASP-137158,As2Cl,0.13391,0.0,na,0.4436,,,,,
JVASP-132474,S31N,0.05141,0.654,na,0.0687,,,,,
JVASP-142959,YbSb12Os4,-0.11509,0.0,na,0.0044,,,,,
JVASP-132968,Na3CrAsCO7,-1.71298,0.472,na,0.1302,,,,,
JVASP-140308,RbDyI3,-1.29353,0.0,na,0.0536,,,,,
JVASP-140759,Nb4NiSe8,-0.82989,0.0,na,0.0,,,,,
JVASP-111543,Ca7PbN6,-0.78792,1.076,na,0.0997,,,,,
JVASP-125458,ZrH3,-0.30712,0.0,na,0.1379,,,,,
JVASP-129992,Pu7Pt,0.06694,0.0,na,0.5268,,,,,
JVASP-134177,BiCl3,-0.59966,1.714,na,0.385,,,,,
JVASP-135325,LiSiO,-0.15486,0.0,0.0,1.761,,,,,
JVASP-130766,Ho8Ir,-0.15201,0.0,na,0.1429,,,,,
JVASP-139063,MgSiH,0.26151,0.0,0.0,0.4645,,,,,
JVASP-138506,CdBr2,-0.10117,0.0,na,0.784,,,,,
JVASP-141006,Li4Cr2Ni3Te3O16,-1.45795,0.032,na,0.1077,,,,,
JVASP-141258,V8N,-0.36441,0.0,na,0.0,,,,,
JVASP-136626,RbYF,-1.37511,0.0,na,0.5767,,,,,
JVASP-134453,CdI,0.00777,0.0,0.0,0.4464,,,,,
JVASP-136913,Li2Cl,-1.05883,0.0,na,0.2642,,,,,
JVASP-133216,Li2MnP2O8,-2.21771,1.021,na,0.0345,,,,,
JVASP-135828,BaHCl3,-1.30258,0.0,na,0.4966,,,,,
JVASP-144753,VCr2O4,-2.00139,0.0,na,0.1404,,,,,
JVASP-138244,BiSI,0.25212,0.0,na,0.7173,,,,,
JVASP-143583,Cu6OF11,-1.52589,0.0,na,0.0158,,,,,
JVASP-139941,MnCr4CdS8,-0.73834,0.579,na,0.0133,,,,,
JVASP-144522,Y2Fe17,-0.01759,0.0,na,0.0393,,,,,
JVASP-135585,SrAlTe,0.21579,0.0,na,1.4526,,,,,
JVASP-139613,NaSrO2,-1.97231,0.0,na,0.1708,,,,,
JVASP-136351,SnClF2,-1.32693,0.0,na,0.6698,,,,,
JVASP-131987,CaLa3,-0.04075,0.0,na,0.0,,,,,
JVASP-133957,BaTaO2,-1.79846,0.0,na,0.8598,,,,,
JVASP-137988,AlO2,-1.69995,0.0,na,1.0631,,,,,
JVASP-141997,ErAlCo,-0.43491,0.0,na,0.0309,,,,,
JVASP-124759,Tb8Mg,0.00655,0.0,na,0.0231,,,,,
JVASP-123553,P3Au,0.08995,0.0,na,0.1667,,,,,
JVASP-136067,BiSe2,-0.16986,0.0,0.0,0.167,,,,,
JVASP-134760,NaHF,-0.85822,0.0,na,1.1005,,,,,
JVASP-137708,MgPbN2,-0.05839,0.219,na,0.3535,,,,,
JVASP-133589,Lu2V2O7,-3.19694,0.0,na,0.037,,,,,
JVASP-138807,LiFeF,-0.87708,0.0,na,1.2511,,,,,
JVASP-144056,V4O7F5,-2.63902,0.0,na,0.0018,,,,,
JVASP-144286,Li4Mn3CoO8,-1.91706,0.0,na,0.0884,,,,,
JVASP-139325,Li2C,0.57764,0.0,na,0.6678,,,,,
JVASP-135029,ZrH2O3,-2.18772,2.529,3.57,0.162,,,,,
JVASP-137159,AsCl2,0.00074,0.0,na,0.6201,,,,,
JVASP-143819,NaHf6N6Cl6,-1.96491,0.0,na,0.0349,,,,,
JVASP-135326,LiSiO,-0.98098,0.0,0.0,0.9348,,,,,
JVASP-139064,MgSiH,0.71233,0.0,na,0.9153,,,,,
JVASP-134178,BiCl2,-0.7809,0.0,na,0.0944,,,,,
JVASP-130767,KHo8,0.08335,0.0,na,0.0844,,,,,
JVASP-140310,Sm5CuPb3,-0.54789,0.0,na,0.0,,,,,
JVASP-142963,Pr4MgIr,-0.39625,0.0,na,0.0,,,,,
JVASP-141259,Ho5In3,-0.37767,0.0,na,0.0247,,,,,
JVASP-138508,Cd2Br,-0.24107,0.0,na,0.2065,,,,,
JVASP-136914,LiCl2,-1.19258,0.0,na,0.1302,,,,,
JVASP-143584,BaLaI5,-1.73004,2.107,na,0.0,,,,,
JVASP-140760,BiBPbO4,-1.83918,2.652,na,0.0,,,,,
JVASP-141490,Cu4As,0.12091,0.0,na,0.1209,,,,,
JVASP-129996,Pu7Rh,0.08514,0.0,na,0.5375,,,,,
JVASP-135829,Ba2HCl,-0.8439,0.0,na,0.4561,,,,,
JVASP-138246,BiSI,0.24098,0.0,na,0.7061,,,,,
JVASP-136627,RbYF2,-2.58394,0.0,na,0.3362,,,,,
JVASP-142300,NdAl10Os2,-0.49209,0.0,na,0.0,,,,,
JVASP-141013,LiFeO2,-1.78816,0.0,na,0.0,,,,,
JVASP-144523,Li2MgSi,-0.31988,0.27,na,0.0,,,,,
JVASP-132475,NaS31,-0.03941,0.0,na,0.0415,,,,,
JVASP-144287,Li5Mn3O8,-2.08703,0.0,na,0.077,,,,,
JVASP-134454,Cd2I,0.03373,0.0,0.0,0.3294,,,,,
JVASP-136069,BiSe,0.01978,0.0,na,0.361,,,,,
JVASP-141998,Cr8CoCu3Se16,-0.45968,0.0,na,0.0114,,,,,
JVASP-133217,La3ScO6,-3.68873,4.022,na,0.0542,,,,,
JVASP-131988,La3Cd,-0.14735,0.0,na,0.0705,,,,,
JVASP-132972,Ni3OF5,-1.57923,0.0,na,0.0391,,,,,
JVASP-124772,Ac3B,0.18024,0.0,na,0.1887,,,,,
JVASP-111556,Li2TiCr3O8,-2.44449,0.0,na,0.0168,,,,,
JVASP-136352,SnClF,-1.77094,2.765,na,0.0,,,,,
JVASP-139614,NaSrO,-0.80598,0.0,0.0,1.2152,,,,,
JVASP-137989,BaPO,-0.79275,0.0,na,1.3537,,,,,
JVASP-125463,CrC3,1.51516,0.0,na,1.5801,,,,,
JVASP-139942,MgCoNi,-0.16207,0.0,na,0.0155,,,,,
JVASP-133958,BaTeO,-1.34044,0.004,na,0.665,,,,,
JVASP-135030,ZrHO2,-2.27337,0.0,0.0,0.5048,,,,,
JVASP-134762,NaHF2,-2.03049,4.299,8.054,0.3057,,,,,
JVASP-123555,BaP3,-0.43097,0.0,na,0.3245,,,,,
JVASP-140544,Li2Mn3SbO8,-1.86229,0.0,na,0.0922,,,,,
JVASP-141260,Dy2Te3,-1.45347,0.526,na,0.0,,,,,
JVASP-141689,Li7Mn2Co3O12,-1.84447,0.0,na,0.0982,,,,,
JVASP-143820,NaNd3Ti2Sb2O14,-2.86123,2.136,na,0.0,,,,,
JVASP-134179,BiCl,-0.41216,0.0,na,0.2443,,,,,
JVASP-135586,SrAlTe2,-0.94296,0.0,0.0,0.1985,,,,,
JVASP-137161,AsCl2,-0.44048,0.0,na,0.1789,,,,,
JVASP-135327,LiSi2O3,-1.22589,0.0,na,1.2189,,,,,
JVASP-130773,Ho8Mo,0.14072,0.0,na,0.1408,,,,,
JVASP-138509,CdBr3,-0.5315,0.0,na,0.1323,,,,,
JVASP-140311,NpFe4P12,-0.51752,0.0,na,0.025,,,,,
JVASP-144754,Li4TiCrO6,-2.5637,0.0,na,0.0068,,,,,
JVASP-141491,TaSN,-1.0047,0.173,na,0.1048,,,,,
JVASP-137709,Ba3Y3N5,-1.19186,1.182,na,0.1447,,,,,
JVASP-142304,NaRu4O8,-1.25641,0.0,na,0.0274,,,,,
JVASP-139326,LiC,1.13381,0.0,na,1.2686,,,,,
JVASP-142966,Nb3Ni20B6,-0.34781,0.0,na,0.0,,,,,
JVASP-140761,HoN3O10,-0.74659,0.853,na,0.0628,,,,,
JVASP-139945,Er4FeS7,-1.82352,0.105,na,0.1366,,,,,
JVASP-144288,Li4MnCo2O7,-1.80423,0.0,na,0.1034,,,,,
JVASP-135830,BaInCl,-0.77925,0.0,na,0.8488,,,,,
JVASP-129999,Pu7S,-0.09482,0.0,na,0.7866,,,,,
JVASP-134455,Cd2I,-0.22579,0.0,na,0.0699,,,,,
JVASP-133591,YMnO3,-2.87852,0.0,na,0.0093,,,,,
JVASP-141999,CeAlCo,-0.4011,0.0,na,0.1523,,,,,
JVASP-141014,Li5Fe2Ni3O10,-1.62159,0.0,na,0.0143,,,,,
JVASP-138247,BiSI,-0.41501,0.4,0.937,0.0502,,,,,
JVASP-136628,RbYF3,-3.23354,0.0,na,0.2676,,,,,
JVASP-124787,Tb8Sb,-0.11779,0.0,na,0.1622,,,,,
JVASP-136915,LiCl2,-1.05185,0.0,na,0.2709,,,,,
JVASP-144524,B3Rh7,-0.21946,0.0,na,0.0044,,,,,
JVASP-144057,Li6Co5Ni3O16,-1.4919,0.0,na,0.0553,,,,,
JVASP-138808,LiFeF4,-2.43688,0.0,2.714,0.1378,,,,,
JVASP-133959,BaTeO,-0.33335,0.0,na,1.6721,,,,,
JVASP-141261,Dy4Ga12Pd,-0.61204,0.0,na,0.0,,,,,
JVASP-139065,MgSiH2,0.98339,0.0,na,1.2071,,,,,
JVASP-137990,BaPO,0.41016,0.13,na,2.5566,,,,,
JVASP-136353,LiMnCl3,-1.26034,0.569,na,0.1779,,,,,
JVASP-136078,CuSBr2,0.21084,0.0,na,0.4609,,,,,
JVASP-131989,La3Ce,-0.02666,0.0,na,0.0,,,,,
JVASP-132477,NdS31,-0.11118,0.0,na,0.0852,,,,,
JVASP-134763,MgSbF,-0.20256,0.0,na,1.8131,,,,,
JVASP-132974,ZrSiPd,-0.9518,0.0,0.0,0.011,,,,,
JVASP-139615,NaTaO,-0.70287,0.0,0.0,0.9135,,,,,
JVASP-143821,NaP4Ru2O14,-1.91936,0.0,na,0.0,,,,,
JVASP-137163,AsCl5,-0.28629,1.179,na,0.1782,,,,,
JVASP-133218,FeOF,-1.72401,0.0,0.0,0.1169,,,,,
JVASP-134182,BiCl3,-0.97607,2.832,na,0.0086,,,,,
JVASP-123562,CeP3,-0.75673,0.0,na,0.0617,,,,,
JVASP-135587,SrAlTe,-0.30674,0.0,0.0,0.93,,,,,
JVASP-142305,MoSI,-0.67887,0.936,na,0.0,,,,,
JVASP-135328,LiSiO,0.81726,0.133,na,2.7331,,,,,
JVASP-111557,Na4FeO5,-1.51664,0.011,na,0.0311,,,,,
JVASP-125471,PmC3,2.76858,0.0,na,2.8082,,,,,
JVASP-140312,TbNaPd6O8,-1.28846,0.0,na,0.0,,,,,
JVASP-130774,Ho8N,-0.41132,0.0,na,0.0267,,,,,
JVASP-144755,TaFeO4,-2.33652,0.0,na,0.0428,,,,,
JVASP-135831,BaInCl,-0.66689,0.0,na,0.9611,,,,,
JVASP-141492,SrZn2N2,-0.40878,0.529,na,0.0,,,,,
JVASP-140762,Na3SbS3,-0.99624,2.35,na,0.0,,,,,
JVASP-143585,Zn6B6Ir11,-0.24056,0.0,na,0.0,,,,,
JVASP-139946,Cu10N3,0.24328,0.0,na,0.2469,,,,,
JVASP-124792,Tb8Sn,-0.10421,0.0,na,0.1151,,,,,
JVASP-137710,Mg2GaW3S8,-0.73331,0.0,na,0.3909,,,,,
JVASP-134458,CdI,-0.1319,0.0,0.0,0.3067,,,,,
JVASP-138510,CdC,0.77059,1.067,na,0.7771,,,,,
JVASP-142002,Be4NbMo,-0.23278,0.0,na,0.0438,,,,,
JVASP-140545,Co5SbO8,-1.09929,0.0,na,0.06,,,,,
JVASP-141262,Ba2P7I,-0.80121,1.651,na,0.0,,,,,
JVASP-136916,LiCl2,-1.07228,0.0,na,0.2505,,,,,
JVASP-144058,Ni3OF5,-1.58009,0.0,na,0.0383,,,,,
JVASP-136629,RbYF4,-3.75683,5.128,8.216,0.1122,,,,,
JVASP-138250,AuO,0.24172,0.0,na,0.3887,,,,,
JVASP-130000,Pu7Sb,0.20564,0.0,na,0.7618,,,,,
JVASP-141017,LiMnF3,-2.49578,0.0,na,0.2216,,,,,
JVASP-141690,Li7Mn2Co3O12,-1.92448,0.233,na,0.0182,,,,,
JVASP-142989,Y2BeAlBO7,-3.4306,5.135,6.597,0.0,,,,,
JVASP-144525,Ca2LaSbO6,-2.86936,3.404,na,0.0,,,,,
JVASP-138810,LiFeF2,-2.19063,0.0,na,0.1608,,,,,
JVASP-144289,Li7Mn2Co3O12,-1.939,0.714,na,0.0037,,,,,
JVASP-133593,NdNiO3,-2.35343,0.0,na,0.0,,,,,
JVASP-133960,BaTeO,-0.60033,0.0,na,1.4051,,,,,
JVASP-136356,Li4NCl,-1.05464,2.074,na,0.0,,,,,
JVASP-135588,SrAlTe,-0.38756,0.0,na,0.8492,,,,,
JVASP-140313,Nb3TlCuCl9,-1.20306,0.968,na,0.0072,,,,,
JVASP-136081,CuSeBr,-0.061,0.0,na,0.1681,,,,,
JVASP-135329,LiSnO2,-1.47408,0.0,0.0,0.4206,,,,,
JVASP-131995,La3Dy,-0.03979,0.0,na,0.0,,,,,
JVASP-139616,NaTaO,2.55973,0.0,na,4.1761,,,,,
JVASP-139327,LiC3,0.31856,0.0,0.0,0.3875,,,,,
JVASP-130777,NdHo8,-0.00559,0.0,na,0.0,,,,,
JVASP-139066,SrMgH,0.0277,0.0,na,0.4399,,,,,
JVASP-140765,KAg3Te2,-0.38663,0.145,na,0.0,,,,,
JVASP-134764,MgSbF,-0.84026,0.0,0.0,1.1754,,,,,
JVASP-137164,AsCl,0.19396,0.0,na,0.6585,,,,,
JVASP-135832,BaInCl,-0.58907,0.0,na,1.0389,,,,,
JVASP-143822,NaNi2H3S2O10,-1.29121,0.731,na,0.0,,,,,
JVASP-134183,LiMgBi,-0.42831,0.259,0.747,0.052,,,,,
JVASP-137992,BaPbO,-1.19509,0.0,na,0.6545,,,,,
JVASP-141493,Sr3Ru2N4,-0.47087,0.0,na,0.1346,,,,,
JVASP-144756,Li4NbNi3O8,-1.81658,0.0,na,0.0476,,,,,
JVASP-123563,P3Cl,0.19965,0.0,na,0.4215,,,,,
JVASP-125473,PuC3,1.98859,0.0,na,2.1128,,,,,
JVASP-143586,Yb4Si7,-0.29145,0.0,na,0.1549,,,,,
JVASP-142306,MgGaH5,-0.05871,3.835,na,0.069,,,,,
JVASP-141263,NdHo3S6,-2.2584,1.024,na,0.0,,,,,
JVASP-132478,NeS31,0.00869,2.036,na,0.0263,,,,,
JVASP-144059,VOF3,-2.71182,3.738,na,0.0287,,,,,
JVASP-124806,YbTb8,0.01536,0.0,na,0.0154,,,,,
JVASP-139947,CeSmB12,-0.50236,0.0,na,0.0005,,,,,
JVASP-142003,Ca2AlH10BrO8,-1.70885,4.385,6.592,0.0,,,,,
JVASP-136630,RbZnF,-1.42644,1.072,1.054,0.4864,,,,,
JVASP-136917,LiCl,-1.98414,6.498,na,0.0,,,,,
JVASP-138511,CdC2,0.92598,3.814,4.233,0.9314,,,,,
JVASP-130001,Pu7Sc,0.16092,0.0,na,0.5874,,,,,
JVASP-144527,Tb5Sn3,-0.74009,0.0,na,0.0,,,,,
JVASP-133219,Fe3OF5,-1.93366,0.0,na,0.0365,,,,,
JVASP-137712,CaCoSi2O7,-2.28111,0.0,na,0.2415,,,,,
JVASP-140766,BaMgC2O6,-2.30168,4.37,na,0.0,,,,,
JVASP-132977,SrFe4Cu3O12,-1.4183,0.0,na,0.0026,,,,,
JVASP-140546,CaV4O6,-2.37012,0.0,na,0.1388,,,,,
JVASP-134459,CdI2,-0.37314,1.38,na,0.2083,,,,,
JVASP-142994,U3Ni3Sn2Sb2,-0.36768,0.0,na,0.0006,,,,,
JVASP-141020,Li3V4NiO12,-2.35327,0.101,na,0.0032,,,,,
JVASP-140314,Nd3Ni3Bi4,-0.62848,0.0,na,0.0,,,,,
JVASP-111570,Mg2Ta2CrO8,-2.81419,0.037,na,0.083,,,,,
JVASP-143823,Na3LiV4O12,-2.47828,2.948,na,0.0,,,,,
JVASP-133594,NaZr2FeF11,-3.4115,0.0,na,0.0,,,,,
JVASP-138251,AuO2,1.53867,0.0,na,1.6876,,,,,
JVASP-139328,LiCa,0.34107,0.0,na,0.357,,,,,
JVASP-133961,BaTeO2,-1.44893,0.0,na,0.6055,,,,,
JVASP-130778,NeHo8,0.15428,0.0,na,0.157,,,,,
JVASP-134184,NaLiBi,0.00676,0.0,na,0.4872,,,,,
JVASP-139067,SrMgH,0.56887,0.0,0.0,0.9811,,,,,
JVASP-134765,MgSbF,-1.11986,0.0,na,0.8958,,,,,
JVASP-136357,LiClO,-0.96382,1.183,na,0.3629,,,,,
JVASP-131996,La3Er,-0.03563,0.0,na,0.0,,,,,
JVASP-135589,AlTe2,-0.39541,0.0,0.0,0.0152,,,,,
JVASP-136087,GeBrF,-1.34325,2.067,na,0.0654,,,,,
JVASP-137166,As2Cl,-0.19251,0.0,0.0,0.1172,,,,,
JVASP-137993,BaPbO,-0.11192,0.0,na,1.7377,,,,,
JVASP-135833,BaInCl2,-1.59154,0.0,na,0.4317,,,,,
JVASP-135330,LiSnO,-0.78487,0.0,na,0.7604,,,,,
JVASP-138811,MgFeF3,-2.26929,0.0,na,0.6094,,,,,
JVASP-139618,NaTaO3,-2.85033,2.31,3.632,0.0157,,,,,
JVASP-141691,Li7Mn2Co3O12,-1.86587,0.0,na,0.0768,,,,,
JVASP-142005,Ba3SrZn2W2O12,-2.65277,2.977,na,0.0162,,,,,
JVASP-141494,Ba3Y2N4,-1.04807,0.738,na,0.1479,,,,,
JVASP-138512,CdC2,0.80997,0.0,na,0.8154,,,,,
JVASP-125577,Dy8Bi,-0.08805,0.0,na,0.118,,,,,
JVASP-124809,AcTc,0.91524,0.0,na,0.9209,,,,,
JVASP-135035,H2O,-0.29802,3.603,5.724,0.6977,,,,,
JVASP-136631,RbZnF,-1.10196,2.293,na,0.8109,,,,,
JVASP-141264,NdMnO3,-2.81734,0.0,na,0.0,,,,,
JVASP-144290,Li7Mn2Co3O12,-1.88602,0.0,na,0.0566,,,,,
JVASP-123565,CrP3,0.0236,0.0,na,0.3551,,,,,
JVASP-144758,Li3MnV4O12,-2.39454,0.0,na,0.0645,,,,,
JVASP-140767,ZnHg3Se3Br2,-0.22385,0.779,na,0.0669,,,,,
JVASP-142309,Lu3P6Pd20,-0.69915,0.0,na,0.0,,,,,
JVASP-130002,Pu7Se,0.03255,0.0,na,0.8356,,,,,
JVASP-139949,Al2VNi9,-0.40986,0.0,na,0.0,,,,,
JVASP-144060,LiV2OF5,-2.9595,0.348,na,0.0128,,,,,
JVASP-143589,Sm3GeO8,-2.57858,0.0,na,0.2046,,,,,
JVASP-134460,CdI2,-0.35689,1.353,na,0.2246,,,,,
JVASP-132480,S31O,-0.02631,1.967,na,0.0412,,,,,
JVASP-133962,BaTiO,-0.75159,0.0,na,1.1686,,,,,
JVASP-140315,Na2MgGeO4,-2.22369,3.332,na,0.0,,,,,
JVASP-139329,MgAlS,0.06801,0.0,na,1.1646,,,,,
JVASP-141022,Li2VFe3O8,-1.9075,0.0,na,0.0465,,,,,
JVASP-135591,Al2Te,0.14316,0.0,na,0.4136,,,,,
JVASP-136919,LiCl2,-1.07655,0.0,na,0.2462,,,,,
JVASP-130780,Ho8O,-0.66588,0.0,na,0.049,,,,,
JVASP-133221,Cu2NiO4,-0.70165,0.0,na,0.0878,,,,,
JVASP-143008,NdTiCdSbO7,-2.52794,2.667,na,0.0,,,,,
JVASP-142006,Ba3P4O13,-2.78154,5.448,na,0.0097,,,,,
JVASP-139068,SrMgH,0.28022,0.0,0.0,0.6924,,,,,
JVASP-131998,La3F,-1.32917,0.0,na,0.1452,,,,,
JVASP-137167,AsCl3,-0.26199,0.122,na,0.4348,,,,,
JVASP-138252,Au2O,0.36742,0.0,na,0.4654,,,,,
JVASP-135835,BaLiCl,-1.03226,0.0,na,0.3358,,,,,
JVASP-138814,LiNbF,0.90465,0.0,na,3.0316,,,,,
JVASP-137995,BaPbO,-0.69121,0.0,na,1.1584,,,,,
JVASP-139620,NaTeO,0.03766,0.0,na,1.3049,,,,,
JVASP-143825,Na2Sr2Nb4O13,-2.76538,2.247,na,0.1029,,,,,
JVASP-136091,PbBrF2,-1.40243,0.0,na,0.4803,,,,,
JVASP-136358,LiClO,-0.49401,1.87,na,0.8327,,,,,
JVASP-134185,NaLiBi,-0.32278,0.0,0.0,0.1577,,,,,
JVASP-141495,Zn3Bi3N5,0.35454,0.455,na,0.3616,,,,,
JVASP-132980,Li7Mn2Co3O12,-1.86404,0.0,na,0.0786,,,,,
JVASP-144528,Li3Mn2CoO6,-1.92797,0.114,na,0.044,,,,,
JVASP-135331,LiSnO,-1.15866,0.0,na,0.3866,,,,,
JVASP-140547,ZnCoP2O7,-1.8995,0.014,na,0.0062,,,,,
JVASP-137714,TiVO4,-2.85435,0.0,na,0.0571,,,,,
JVASP-125581,Dy8Cd,-0.03971,0.0,na,0.0406,,,,,
JVASP-134766,MgSbF2,-2.14392,0.0,na,0.6999,,,,,
JVASP-138514,CdC2,0.79453,0.0,na,0.7999,,,,,
JVASP-133595,LiNiPO4,-1.96754,0.866,na,0.0151,,,,,
JVASP-140768,Zr5Sb3O,-1.14478,0.0,na,0.0249,,,,,
JVASP-111623,NbBRu,-0.5126,0.0,na,0.0012,,,,,
JVASP-134461,CdI,-0.23475,0.0,na,0.2038,,,,,
JVASP-139950,Ba4SnN4,-0.53677,0.901,na,0.1432,,,,,
JVASP-141265,U3Sn4Pt3,-0.49605,0.0,na,0.0127,,,,,
JVASP-140316,Na2FeCl4,-1.40837,0.0,na,0.0197,,,,,
JVASP-130005,Pu7Sn,0.25279,0.0,na,0.7558,,,,,
JVASP-123567,CuP3,0.10357,0.0,na,0.2194,,,,,
