formula,Tc,tc_source,dataset,pressure_gpa,lambda,wlog,debye_temp,dos_ef
H2Zr2,5.352,dft,jarvis_alex,,0.6376608034520609,189.02372372477555,399.109619140625,3.149785
Hf2LiN4Zr,1.738,dft,jarvis_alex,,0.4029255130117786,390.5245642880828,471.3935241699219,2.1746476
MnMoNbTi,1.162,dft,jarvis_alex,,0.403288416381666,260.31457336787884,412.5812683105469,4.9177012
BiHHfTi2,5.492,dft,jarvis_alex,,0.771866018237619,120.07620627682508,277.6707458496094,5.2824574
CNNbZr,9.571,dft,jarvis_alex,,0.6388541760293991,336.83530318521883,646.124755859375,1.7541639
H2ReTa2,4.502,dft,jarvis_alex,,0.5996763885254086,190.5728761371672,319.0045166015625,2.56421
OTi3Zr,2.49,dft,jarvis_alex,,0.4774554650351057,242.6150852239998,456.5960998535156,4.092198
MoTcTi2,10.352,dft,jarvis_alex,,0.8116810048820317,204.8152329226028,425.5864562988281,5.580402
Tc3Ti,14.187,dft,jarvis_alex,,0.9672818548136376,203.0008112718368,455.5735168457031,6.6760235
H4Na2Pd,0.321,dft,jarvis_alex,,0.299375420535398,671.7647572420632,379.69635009765625,1.1685464
La2Sc,9.921,dft,jarvis_alex,,1.666586376706542,68.43965080257148,189.2889862060547,5.3199625
PtZr5,11.155,dft,jarvis_alex,,1.4133747657608633,91.98685563539514,231.1837310791016,6.4168534
MoZr3,8.798,dft,jarvis_alex,,0.850608432728423,158.72641582993927,287.9273986816406,4.0129814
HReRu2W,7.925,dft,jarvis_alex,,0.7440689952127206,188.6135820134369,424.2776184082031,3.8129268
HfNbOs2,9.929,dft,jarvis_alex,,1.156918906293361,106.2288574352852,345.714599609375,2.973559
CdOTi2Zr,6.216,dft,jarvis_alex,,0.7095360709564031,165.63621420657066,385.6940002441406,4.4511075
NbV4Zr,12.395,dft,jarvis_alex,,1.1792444554251056,128.62927266439434,212.4779510498047,11.239323
Mo2Zr2,5.832,dft,jarvis_alex,,0.6695755016272551,181.261950268996,350.8327941894531,4.222148
Ti4Zn,7.72,dft,jarvis_alex,,0.6889834659189247,222.9106769650488,379.1727600097656,6.2783513
AuNbZr2,8.717,dft,jarvis_alex,,0.937055815862256,130.78810665203122,249.33572387695312,4.1591487
RuTc3,8.402,dft,jarvis_alex,,0.685456860854356,246.5368432340829,511.6651916503906,3.7428114
Ru2TcW,8.481,dft,jarvis_alex,,0.7357391496184279,209.21029293118625,468.2602233886719,4.7770085
NbOsRuZr,11.209,dft,jarvis_alex,,0.9927113352706766,153.38563684795565,371.6496276855469,3.8329728
Nb3Pd2,3.435,dft,jarvis_alex,,0.5600198155323517,182.1973694377916,309.0465087890625,3.8652172
Be2Nb2,9.481,dft,jarvis_alex,,0.7406641201191492,228.0385776933466,560.7249755859375,3.9236228
HgRh2Zr3,9.515,dft,jarvis_alex,,1.061839720771374,116.40561231307802,247.0450592041016,6.1968637
Re3Ru,9.664,dft,jarvis_alex,,0.8081260466365179,194.07942078972945,428.90911865234375,4.417579
Ta2Zr,10.195,dft,jarvis_alex,,0.967899352649956,145.4704005538658,245.14700317382807,3.9047978
TiZr2,5.154,dft,jarvis_alex,,0.682952916210378,151.79899215518327,300.7717590332031,3.838668
Be2NbRh,10.563,dft,jarvis_alex,,0.8743381661088723,178.89516418573595,532.093994140625,2.332189
LaY3,4.959,dft,jarvis_alex,,0.7725229222646774,109.3132223977635,196.72174072265625,6.4027367
HRu2TaTc,11.149,dft,jarvis_alex,,0.8497035606043356,199.72713968851107,426.2836608886719,5.6855497
HMoNbRu2,14.157,dft,jarvis_alex,,1.0396723349611865,177.6604193672082,465.1638488769531,5.453554
CNNb2,14.933,dft,jarvis_alex,,0.8016968318128919,301.78376228376976,682.7059936523438,1.6175247
RuTc2W,13.25,dft,jarvis_alex,,0.9918164065412076,181.820728328808,468.6150207519531,4.6126437
HLu3Zr,3.476,dft,jarvis_alex,,0.6142736374522086,137.117106813602,297.2051086425781,5.766768
LiN4NbZr2,14.59,dft,jarvis_alex,,0.8056912375080041,291.47235239435224,647.2437744140625,2.409752
Sc2Y2,2.184,dft,jarvis_alex,,0.5187386573682926,152.46719374045907,270.7502746582031,8.00535
OsRu2V,13.001,dft,jarvis_alex,,0.8889382198789579,216.34725170982395,459.1964416503906,5.738612
NbNiTi2,15.906,dft,jarvis_alex,,1.3846783555499207,134.7366777024631,408.9360961914063,5.5309877
HMo2RhTc,8.866,dft,jarvis_alex,,0.748040511221314,208.70470525008903,452.7583923339844,2.9914255
Mo3Re,10.513,dft,jarvis_alex,,0.7865195792633524,223.3473091960183,392.5675048828125,3.414852
CuNb2V,8.494,dft,jarvis_alex,,0.8610216886003862,148.50024964612797,342.6232604980469,4.639963
MoReW,12.081,dft,jarvis_alex,,0.9324110655154104,184.27550822355468,391.8870544433594,2.0470629
N3SrW,0.094,dft,jarvis_alex,,0.2866946743978457,306.3481576464302,363.5377502441406,1.7113259
Ni2Zr4,5.896,dft,jarvis_alex,,0.7133879803464992,155.8750085833027,217.4979553222656,5.0238485
Hf,9.255,dft,jarvis_alex,,1.0485922955060951,116.47181598521122,225.6535797119141,1.5168467
MoRu2W,10.086,dft,jarvis_alex,,0.8577945215622724,179.03393104131808,445.0990295410156,4.333416
HfMo2Nb,4.752,dft,jarvis_alex,,0.6121715551551355,190.0064837919659,330.4255065917969,4.8509965
IrTaTcTi,6.198,dft,jarvis_alex,,0.7031746431141035,169.71542151638948,397.3437194824219,3.549257
H3LaLi,1.657,dft,jarvis_alex,,0.440270541179406,233.444455841328,458.4587707519531,2.0233083
SeY,4.636,dft,jarvis_alex,,0.7176171571605267,120.65748472834755,196.4630279541016,1.4271431
HfRe4Zr,14.237,dft,jarvis_alex,,1.22467988613494,143.00187376650123,270.7438659667969,8.022232
MoNb2Zr,9.012,dft,jarvis_alex,,0.8076880291807609,180.3265394035724,314.7928771972656,5.5781975
MoTa2Ti,10.918,dft,jarvis_alex,,0.9245774851857966,168.00775372103433,332.8851623535156,5.4705486
Mo2TcW,12.703,dft,jarvis_alex,,0.9024969273340764,205.4647870413361,401.1921691894531,3.961937
TiZr3,9.153,dft,jarvis_alex,,1.0208637602498176,118.42825231770252,296.2259216308594,3.7305763
NaNb2S4,0.674,dft,jarvis_alex,,0.3644428920131782,282.054001341676,298.6260986328125,3.7927969
MnNb2Ru,15.884,dft,jarvis_alex,,1.2077441091652503,162.00093456760678,355.2429504394531,3.8554344
HNbPtTc2,5.999,dft,jarvis_alex,,0.6274059705497624,222.33776818790253,420.6182556152344,3.824163
MnN2Nb,8.839,dft,jarvis_alex,,0.820228262411757,169.6731228575393,532.058837890625,1.7871372
LuSc2Y,2.872,dft,jarvis_alex,,0.578632161297348,136.6554735869763,247.80430603027344,7.5444293
LiN4Nb2Ta,15.658,dft,jarvis_alex,,0.8552880934326857,276.95895605576226,578.983154296875,4.3782744
TiZr3,8.255,dft,jarvis_alex,,0.9133623448172706,129.35741732901795,291.7810363769531,3.3880572
Mn3NW,14.255,dft,jarvis_alex,,0.8355618002626574,265.3058575370856,504.4847106933594,4.510838
AgZr4,4.344,dft,jarvis_alex,,0.6802991687997341,129.05562322479835,266.1903991699219,5.178492
HReRu2Ta,10.385,dft,jarvis_alex,,0.8520659965110863,184.79460601111955,405.9765930175781,4.9042087
LuSc2Zr,3.928,dft,jarvis_alex,,0.6091619270441935,159.4060534900282,274.6510925292969,6.8080573
TcTi4,9.913,dft,jarvis_alex,,0.7805405916712493,213.51122347469544,433.8206481933594,6.9016314
Re2Tc,11.712,dft,jarvis_alex,,0.88298263503096,197.52490330816843,431.6514892578125,2.8119414
La2LuY,5.24,dft,jarvis_alex,,0.8401290062041094,97.03236072671903,168.2161102294922,6.15713
LaSc2Zr,9.087,dft,jarvis_alex,,1.4751590512347514,70.7003678761413,268.8094177246094,7.319969
TcVW2,0.532,dft,jarvis_alex,,0.3576207441092769,253.6559720279577,395.9397583007813,2.7350235
NbOsTi2,14.293,dft,jarvis_alex,,1.2738017852714525,133.7510175534948,382.1236572265625,6.7039027
AlFeHfRh,0.0,dft,jarvis_alex,,0.0603935336111726,268.4880734861927,374.0194396972656,0.03213775
As2H2Ni2Y2,1.508,dft,jarvis_alex,,0.4384023668708666,216.89558131589564,392.5446472167969,6.5938087
HMo2RhTc,7.315,dft,jarvis_alex,,0.6718299824023004,224.51267764906328,449.4430236816406,3.4785526
MgMoZr2,6.075,dft,jarvis_alex,,0.716543438495229,158.84367293091285,317.6691589355469,3.9703577
HHfPbTi2,8.105,dft,jarvis_alex,,0.946349295316245,118.48210311407178,276.5672302246094,5.3791595
MoNbRhTa,9.39,dft,jarvis_alex,,1.4499453191230278,74.38360562250311,355.2314147949219,3.182138
MoZr2,12.423,dft,jarvis_alex,,1.521287462725199,93.57167319380665,333.9568176269531,2.883127
H2NbV,7.714,dft,jarvis_alex,,0.6672944022501971,240.42912310949472,573.6719970703125,1.9653715
ReSiTc2,12.119,dft,jarvis_alex,,1.105122435846767,138.41740923868753,481.8701171875,2.7631617
CMn3W,0.08,dft,jarvis_alex,,0.2852485560076904,275.82202738746025,504.0650024414063,2.667567
Ba2H5Pd,0.598,dft,jarvis_alex,,0.3478213630157467,346.7955929655573,267.6275939941406,2.6214437
MoOs2Ru,7.194,dft,jarvis_alex,,0.6852340367652637,211.3463159216148,454.50103759765625,4.6439595
SnTiZr2,8.644,dft,jarvis_alex,,1.4179067845135604,70.21360332487373,309.5441589355469,4.3702216
H2La2Rh2Si2,0.269,dft,jarvis_alex,,0.3273647963532974,250.38352983656057,380.1632995605469,4.31215
HfTi3,17.236,dft,jarvis_alex,,1.2609811865077658,166.51274685009346,277.9974060058594,7.6878347
MoOsSi,1.873,dft,jarvis_alex,,0.4524511094243952,232.25145985872064,417.0949096679688,2.094923
MoNiTc2,5.19,dft,jarvis_alex,,0.5854727604172094,238.6217246975636,480.7637634277344,3.4338226
HNb2PdRu,4.979,dft,jarvis_alex,,0.6264383889619439,185.00219978967075,402.0354919433594,3.2169678
HHf2NbZn,8.106,dft,jarvis_alex,,1.0487231155407732,99.83116845584216,324.4469909667969,4.965384
HLaLu3,1.658,dft,jarvis_alex,,0.510376471699074,122.71514590593463,228.23727416992188,4.552321
HLa3Lu,6.741,dft,jarvis_alex,,0.9911177849192042,91.03689893772886,232.16249084472656,6.2422414
Sc2Zr2,2.932,dft,jarvis_alex,,0.5362488357704802,181.14666654798788,319.4030456542969,6.9251304
H4Pd2Pt2,0.704,dft,jarvis_alex,,0.4042952786904115,155.3449361532133,271.6365051269531,1.9700994
HMo2NiW,4.193,dft,jarvis_alex,,0.5775241997742312,200.07073514995523,450.7930603027344,3.6861174
ScY,3.308,dft,jarvis_alex,,0.5952213139758402,144.09150953131865,270.9924011230469,3.4768956
Hf2,2.364,dft,jarvis_alex,,0.5548066161955304,129.63524275662138,237.4868927001953,1.4822333
Os2RuV,12.685,dft,jarvis_alex,,0.9020161878079168,205.299388129581,450.7972717285156,4.710727
MoTi2W,6.837,dft,jarvis_alex,,0.6627362604088799,218.2905794904966,404.8147583007813,5.297066
N2NbY,14.494,dft,jarvis_alex,,0.8507863836123932,258.8531487268698,636.959228515625,1.2550302
HMo2OsRh,5.703,dft,jarvis_alex,,0.6128534486545429,226.43656110937465,420.0005798339844,2.7118018
CrTcW,10.489,dft,jarvis_alex,,0.7557484350494882,243.19894179392293,418.1312561035156,3.0104876
IrNb3,6.436,dft,jarvis_alex,,0.812172784383636,126.44585129409217,362.621337890625,3.2555008
NbOs2Ti,5.719,dft,jarvis_alex,,0.6346916753692784,205.9086851216056,369.8659973144531,3.9464557
S2ScZr,4.15,dft,jarvis_alex,,0.5454660265940363,240.83941281786767,443.961181640625,3.2934415
HIrRu2W,3.65,dft,jarvis_alex,,0.5318013255933841,231.4078345584608,419.1971740722656,3.3244236
ScY3,2.976,dft,jarvis_alex,,0.580645299757287,140.27618473842674,243.85418701171875,6.726703
Os3V,12.998,dft,jarvis_alex,,0.949168913158346,192.12336808655525,439.2917175292969,4.1118836
MoTcW2,5.107,dft,jarvis_alex,,0.5929246217768086,225.6092547633921,396.3103332519531,2.9467225
Nb2TcTi,4.998,dft,jarvis_alex,,0.5817046517850791,234.29441752562565,349.1437683105469,5.412623
GaHNb2V,8.506,dft,jarvis_alex,,0.7786787023934041,182.70843054344,398.1991882324219,4.8575974
Re4Zr2,15.092,dft,jarvis_alex,,1.2624470849395546,145.85734107768732,278.3160705566406,8.09696
GaInN2,0.0,dft,jarvis_alex,,0.0221209445467492,442.6116042774085,497.1455078125,0.0
Hf2LiN4Ta,8.426,dft,jarvis_alex,,0.6416232249486244,292.59970792132145,445.1175231933594,1.9662312
BePdTi,6.786,dft,jarvis_alex,,0.6592219463477493,219.48619079523027,411.3508605957031,2.0300298
P2PbSn,3.664,dft,jarvis_alex,,0.5549907194091747,200.2734395291626,306.7694091796875,1.580432
CdNbZr2,7.636,dft,jarvis_alex,,0.807278298594024,152.8755442478379,261.5674133300781,4.340849
Ir2RuTc,6.526,dft,jarvis_alex,,0.6567372861824304,214.38766750710573,478.0471496582031,3.3245704
Cr2Tc,22.023,dft,jarvis_alex,,1.3840059086728205,188.53340234851305,473.3374328613281,3.5778067
MoReRu2,9.318,dft,jarvis_alex,,0.7745646140274765,204.62670170445432,455.6924133300781,5.3312826
Hf2MoTc,8.435,dft,jarvis_alex,,0.8438492933188587,154.50065880993847,300.6905822753906,7.3522673
HfScZr,9.683,dft,jarvis_alex,,1.0059892313080578,128.95874790016484,272.9077453613281,5.1215115
LaLuY2,5.589,dft,jarvis_alex,,0.8637273769573778,97.8749991500756,188.01742553710935,6.8407536
Re2TaW,3.421,dft,jarvis_alex,,0.5500410608962161,193.40913399224823,359.4445495605469,2.4824743
HfNiTi2,4.602,dft,jarvis_alex,,0.6308764473674539,168.18699510977416,257.9815368652344,4.3554616
CNTaTi,5.311,dft,jarvis_alex,,0.5191744367175942,368.4648494040389,592.68896484375,1.8092442
Cr2H2P,10.495,dft,jarvis_alex,,0.6737024204603771,319.4891470097811,603.2554321289062,4.0342493
ReTi3,5.265,dft,jarvis_alex,,0.583819082651786,243.90865588799485,358.3989562988281,4.6264825
RhTi2Zr,4.64,dft,jarvis_alex,,0.5969657262984654,200.24200590168672,366.5016479492188,4.694402
Ti2WZr,16.833,dft,jarvis_alex,,1.330574950127492,150.6909672708524,361.9640197753906,6.198643
CuNbTi2,14.5,dft,jarvis_alex,,1.3846019065132105,122.28633404831363,349.54180908203125,4.682291
Re4YZr,11.351,dft,jarvis_alex,,1.0860359149993062,134.52028773359785,267.6294250488281,7.830156
Sc2Y,3.365,dft,jarvis_alex,,0.5797362903636707,159.32506522871685,289.4176940917969,5.465967
H2Nb2Ni,9.299,dft,jarvis_alex,,0.8341208399630885,172.56798080930147,453.5283508300781,3.6448154
HMgTi2Zr,3.256,dft,jarvis_alex,,0.5152743114494802,232.61242559571537,435.4396667480469,3.634881
MoNbRe2,8.397,dft,jarvis_alex,,0.7273822100532468,212.7722057604203,363.7922058105469,3.5932646
Ta3Zr,13.434,dft,jarvis_alex,,1.3330877509966654,120.65643237690009,241.3576202392578,6.3704557
HLuY3,1.909,dft,jarvis_alex,,0.5100379845473051,141.91702562933492,321.9136657714844,5.6098094
H2P2Ru2Sc2,5.269,dft,jarvis_alex,,0.5749215667222752,255.0514904921904,526.3402099609375,3.7035663
Ge2H2Ru2Y2,0.539,dft,jarvis_alex,,0.3740141747801992,189.63416143399647,388.9098205566406,3.7116168
CuScZr2,5.371,dft,jarvis_alex,,0.6929851727842149,152.7294665955243,324.3228454589844,4.8874536
Nb2Sc,10.146,dft,jarvis_alex,,0.8948567310495434,165.99732794433987,279.212646484375,3.4593058
HfTiZr,6.24,dft,jarvis_alex,,0.7146569283286595,164.40717659796726,281.4674987792969,2.9829485
Re2TaW,3.584,dft,jarvis_alex,,0.5569059086559885,194.2172137175404,356.1235656738281,1.9284979
CdHf2Zr3,6.791,dft,jarvis_alex,,0.8056306325733967,136.6271192830369,237.26817321777344,7.2612967
ZnZr5,9.64,dft,jarvis_alex,,1.0052087494796726,128.58776809801336,288.4831237792969,8.903691
CNNbTa,15.689,dft,jarvis_alex,,0.9120666785887692,245.47832660392325,526.0618896484375,1.0803616
NbReTcW,6.634,dft,jarvis_alex,,0.670482387717022,205.90102256196144,388.73876953125,2.4916835
BeCrTi2,11.868,dft,jarvis_alex,,0.8035608577585228,239.51414391358773,579.7887573242188,5.681754
La3Y,8.257,dft,jarvis_alex,,1.1730935740302946,88.1896229214992,163.6324462890625,6.252157
HfNbV4,13.501,dft,jarvis_alex,,1.349647698478418,116.9910873617956,253.62063598632807,12.095809
Hf4,8.057,dft,jarvis_alex,,0.98280897939683,112.19261437114362,232.5803680419922,5.178228
Y2Zr2,7.583,dft,jarvis_alex,,0.9829801570176802,104.79586193421116,261.1380920410156,7.080274
ScZr,9.628,dft,jarvis_alex,,0.8738471790691557,165.1806989106838,303.0667419433594,2.8661408
Hf3Ti,11.735,dft,jarvis_alex,,1.0661439993664636,143.72729485364204,249.2063446044922,6.0395737
Re3Ru,4.435,dft,jarvis_alex,,0.5836519977072389,205.85006665827072,431.5570373535156,3.0779526
BaPb4Rb,1.435,dft,jarvis_alex,,0.5753733270734788,69.70242941908428,104.92273712158205,9.515159
Pb,5.52,dft,jarvis_alex,,1.1742717729287475,58.45062524228257,112.11188507080078,0.54097617
LaScY2,4.572,dft,jarvis_alex,,0.7362591628785906,112.19276336429076,205.74583435058597,7.2909083
PbSn,7.91,dft,jarvis_alex,,1.8537182625543995,48.80845970101023,119.58238983154295,1.500304
Mn4ReW,7.511,dft,jarvis_alex,,0.640685355665721,263.22621703432105,437.25537109375,4.3642206
Nb3OsTc2,4.036,dft,jarvis_alex,,0.5646585901503881,208.4860288467873,402.0242919921875,2.8523116
MoOsRu2,7.152,dft,jarvis_alex,,0.6711718391036828,221.7494662323577,467.5247802734375,5.2591753
IrTc3,4.934,dft,jarvis_alex,,0.5655736177997243,253.8929281703659,493.0863952636719,3.613036
ScTiZr,3.604,dft,jarvis_alex,,0.5752079933696379,174.8514894187653,354.3306579589844,4.596079
Os2TcW,8.586,dft,jarvis_alex,,0.7599273011819009,196.8167974897738,450.9106750488281,4.106697
Pt2Zr6,6.662,dft,jarvis_alex,,0.7815843941585613,142.73644466862862,246.4347381591797,9.81316
HLa3Mg,10.662,dft,jarvis_alex,,1.7479589430037847,68.39950713679832,256.4671936035156,7.57888
HfMo2Ta,4.743,dft,jarvis_alex,,0.6161025700247468,186.1236272279328,323.9060363769531,4.87666
Ir2MoTi,9.942,dft,jarvis_alex,,1.0363364820837413,125.38859548005198,398.6348876953125,4.2814665
MoRu3,7.377,dft,jarvis_alex,,0.6686661150759126,231.0609007080982,491.3951110839844,5.8528347
MoRu2Tc,11.455,dft,jarvis_alex,,0.8319783796350817,216.92756171208595,490.3266296386719,5.7220697
Cr2Cs2N4,1.522,dft,jarvis_alex,,0.3818802263093028,470.0607564715836,374.3950500488281,3.7903204
Mn4RuTa,10.445,dft,jarvis_alex,,0.7406398701766622,253.06765691188883,428.2556457519531,6.608667
BiHNbTi2,2.715,dft,jarvis_alex,,0.5273588920457609,177.60123173938692,336.8540954589844,4.4554443
LiN4TaZr2,13.673,dft,jarvis_alex,,0.7713934617041833,299.91966590758165,558.761962890625,1.7533852
HMo2NiTc,6.789,dft,jarvis_alex,,0.6517866291905183,225.8992087248876,481.6017150878906,2.9032822
RuZr5,7.302,dft,jarvis_alex,,0.7696036569495018,162.3221165614294,300.5511169433594,5.2108703
AlV6W,7.647,dft,jarvis_alex,,0.6685941498354058,238.59328506557853,351.4779357910156,8.307235
Cr3HIr,13.046,dft,jarvis_alex,,0.8219687039784682,251.07848459164293,507.1349182128906,5.224454
GaHNbZr2,8.833,dft,jarvis_alex,,0.9473865449309048,129.15643876962108,393.7046203613281,4.396365
HLa2ScY,2.619,dft,jarvis_alex,,0.5631408751236745,135.91888427025543,251.4404144287109,4.845813
RhRuTc2,12.931,dft,jarvis_alex,,0.8950453177092963,212.8708148547105,518.496337890625,3.3856823
AuNbV2,5.409,dft,jarvis_alex,,0.6459195133190236,185.0742797604352,328.7906799316406,4.9474225
V3W,7.165,dft,jarvis_alex,,0.6524843581926373,238.56401775961703,344.92401123046875,5.4417367
ReTcW2,19.281,dft,jarvis_alex,,1.7336043363384062,129.44242415277742,401.2771911621094,3.6007266
ScZr3,11.829,dft,jarvis_alex,,1.0241208018085564,154.24121612498143,292.1637878417969,5.7392726
Sc2TcY,6.132,dft,jarvis_alex,,0.8604182880074164,107.17785790343744,334.86505126953125,6.066174
MgN4ReZn2,0.477,dft,jarvis_alex,,0.3445854174316746,296.5270090485115,467.6965637207031,3.3826125
N4Sc2Ta2,0.0,dft,jarvis_alex,,0.0666450677315316,536.3254290924023,674.58984375,0.29915327
ScTcZr2,9.5,dft,jarvis_alex,,0.8697916130772122,163.99764784267356,325.6962890625,5.9688315
HHgTaTi2,6.79,dft,jarvis_alex,,0.8095514700002621,133.92877228040746,273.2855224609375,4.9278636
MoOs3,2.547,dft,jarvis_alex,,0.4854642712448824,231.75892117769223,446.3616027832031,2.4106793
NbPtZr2,7.413,dft,jarvis_alex,,0.7833802651900823,158.22772441344478,253.94366455078125,4.4800096
HSbTi2Zr,6.542,dft,jarvis_alex,,0.7851499928320649,137.8786646452587,381.5651550292969,5.280047
NbRhZr2,13.341,dft,jarvis_alex,,1.3389758974220087,118.00890509951832,319.21051025390625,6.372995
TiZr,8.782,dft,jarvis_alex,,0.9223895481088572,135.0946081021801,322.2839660644531,2.0091927
LuZr3,13.279,dft,jarvis_alex,,1.3036544472053475,123.38383866653442,253.8920440673828,6.468336
LaY2,5.428,dft,jarvis_alex,,0.8171024966408591,106.2691878110427,190.00143432617188,4.7072167
N2ScTa,0.0,dft,jarvis_alex,,0.0539267001398445,510.536015476989,621.7222900390625,0.1332032
CuMoTa2,1.394,dft,jarvis_alex,,0.4592534722916975,161.22140907739998,318.2040405273437,3.9642863
HLaScY2,2.777,dft,jarvis_alex,,0.5641212961409068,143.46414452069862,280.1557312011719,6.798933
NbOs3,9.138,dft,jarvis_alex,,0.8339042757626233,171.8371453572352,411.1701965332031,4.226779
Re,10.297,dft,jarvis_alex,,0.8662992597386904,180.1239666072496,392.17529296875,0.9906442
CuNbTa2,4.928,dft,jarvis_alex,,0.6957792136091097,138.34837197118614,292.7513732910156,4.2662487
HfRe4Sc,9.141,dft,jarvis_alex,,0.8724893651198882,156.92483732400086,285.9472961425781,7.936399
FeV3Zr2,2.141,dft,jarvis_alex,,0.4653255470897464,233.6134056914157,352.6922912597656,6.3605227
CdOTi3,8.83,dft,jarvis_alex,,0.7612371795157475,199.77934606674705,361.9573364257813,4.8142877
HOsRu2V,11.814,dft,jarvis_alex,,0.8639385549639585,205.2924425130157,442.0350036621094,4.5019584
NbTa2V,12.467,dft,jarvis_alex,,0.9911981393811172,170.38141666619117,267.1278686523437,6.9429784
YZr3,11.165,dft,jarvis_alex,,1.1522853678550569,121.53470129760986,259.2510986328125,5.7714834
